,law
13,3 L’organe fédéral ou la personne privée fournit au PFPDT tous les renseignements et les documents qui lui sont nécessaires pour l’enquête.
13,Le droit de refuser de fournir des renseignements est régi par les art.
13,"16 et 17 PA, pour autant que l’art."
13,"50, al."
13,"2, de la présente loi n’en dispose pas autrement."
13,"4 Si la personne concernée est l’auteur de la dénonciation, le PFPDT l’informe des suites données à celle-ci et du résultat d’une éventuelle enquête."
13,"50	   1 Lorsque l’organe fédéral ou la personne privée ne respecte pas son obligation de collaborer, le PFPDT peut dans le cadre de la procédure d’enquête ordonner notamment : a.	l’accès à tous les renseignements, documents, registres des activités de traitement et données personnelles nécessaires pour l’enquête ; b.	l’accès aux locaux et aux installations ; c.	l’audition de témoins ; d.	des expertises."
13,2 Le secret professionnel demeure réservé.
13,3 Pour l’exécution des mesures prévues à l’al.
13,"1, le PFPDT peut faire appel à d’autres autorités fédérales ainsi qu’aux organes de police cantonaux et communaux."
13,"51	Mesures administratives 1 Si des dispositions de protection des données sont violées, le PFPDT peut ordonner la modification, la suspension ou la cessation de tout ou partie du traitement ainsi que l’effacement ou la destruction de tout ou partie des données personnelles."
13,2 Il peut suspendre ou interdire la communication de données personnelles à l’étranger si elle est contraire aux conditions des art.
13,16 ou 17 ou à des dispositions d’autres lois fédérales concernant la communication de données personnelles à l’étranger.
13,3 Il peut notamment ordonner à l’organe fédéral ou à la personne privée : a.	de lui fournir les informations prévues aux art.
13,"16, al."
13,"2, let."
13,"et c, et 17, al."
13,2 ;  b.	de prendre les mesures prévues aux art.
13,7 et 8 ;  c.	d’informer les personnes concernées conformément aux art.
13,19 et 21 ; d.	d’établir une analyse d’impact relative à la protection des données personnelles conformément à l’art.
13,22 ; e.	de le consulter conformément à l’art.
13,"23 ; f.	de l’informer et, le cas échéant, d’informer les personnes concernées, conformément à l’art."
13,4 Il peut également ordonner au responsable du traitement privé ayant son siège ou son domicile à l’étranger de désigner un représentant conformément à l’art.
13,"5 Lorsque l’organe fédéral ou la personne privée a pris, durant l’enquête, les mesures nécessaires au rétablissement d’une situation conforme aux prescriptions de protection des données, le PFPDT peut se limiter à prononcer un avertissement."
13,52	Procédure 1 La procédure d’enquête et les décisions relatives aux mesures visées aux art.
13,50 et 51 sont régies par la PA. 2 Seuls l’organe fédéral ou la personne privée contre lesquels une enquête a été ouverte ont qualité de partie.
13,3 Le PFPDT a qualité pour recourir contre les   sur recours du Tribunal administratif fédéral.
13,53	Coordination 1 L’autorité administrative fédérale qui surveille une personne privée ou une organisation extérieure à l’administration fédérale en vertu d’une autre loi fédérale donne au PFPDT la possibilité de se prononcer lorsqu’elle doit rendre une décision qui touche à des questions de protection des données.
13,"2 Si le PFPDT mène une enquête contre la même partie, les deux autorités doivent coordonner leurs procédures."
13,54	Assistance administrative en Suisse 1 Les autorités fédérales et cantonales communiquent au PFPDT les informations et les données personnelles nécessaires à l’accomplissement de ses tâches légales.
13,"2 Le PFPDT communique les informations et les données personnelles nécessaires à l’accomplissement de leurs tâches légales : a.	aux autorités chargées de la protection des données en Suisse ;  b.	aux autorités de poursuite pénale compétentes, lorsqu’il s’agit de dénoncer une infraction conformément à l’art."
13,"65, al."
13,"2 ; c.	aux autorités fédérales ainsi qu’aux organes de police cantonaux et communaux, pour l’exécution des mesures prévues aux art."
13,"50, al."
13,"55	Assistance administrative avec des autorités étrangères 1 Le PFPDT peut échanger des informations ou des données personnelles avec des autorités étrangères chargées de la protection des données personnelles   l’accomplissement de leurs tâches légales respectives en matière de protection des données, pour autant que les conditions suivantes soient réunies : a.	la réciprocité en matière d’assistance administrative est garantie ; b.	les informations et les données personnelles échangées ne sont utilisées que dans le cadre de la procédure liée à la protection des données personnelles qui a donné lieu à la demande d’assistance administrative ; c.	l’autorité destinataire s’engage à ne pas divulguer les secrets professionnels, d’affaires ou de fabrication ; d.	les informations et les données personnelles ne sont communiquées à des tiers qu’avec l’accord préalable de l’autorité qui les a transmises ;  e.	l’autorité destinataire s’engage à respecter les charges et les restrictions d’utilisation exigées par l’autorité qui lui a transmis les informations et les données personnelles."
13,"3 Avant de transmettre à une autorité étrangère des informations susceptibles de contenir des secrets professionnels, de fabrication ou d’affaires, il informe les personnes physiques ou morales détentrices de ces secrets et les invite à prendre position, à moins que cela ne s’avère impossible ou ne nécessite des efforts disproportionnés."
13,56	Registre Le PFPDT tient un registre des activités de traitement des organes fédéraux.
13,Ce registre est publié.
13,57	Information 1 Le PFPDT remet annuellement un rapport sur son activité à l’Assemblée fédérale.
13,Il transmet simultanément ce rapport au Conseil fédéral.
13,Le rapport est publié.
13,"2 S’il en va de l’intérêt général, le PFPDT informe le public de ses constatations et de ses décisions."
